gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,services_count,monthly_to_total_ratio,internet_no_tech_support,fiber_no_security,senior_mtm
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,1,0,1,1.0,0,0,0
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6,0,2,1,0.920673076923077,0,0,0
0,1,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,1,0,3,0.9283449587824986,1,1,1
0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1,3,3,1.0542056074766355,1,1,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,70.2,0,0,2,1.0,1,1,1
1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,0,2,8,1.0165286064608314,0,0,0
1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3635.15,0,2,5,1.0172519938435707,0,0,0
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8,0,3,1,0.6897043106519416,0,0,0
1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35,1,2,2,0.9963918252290345,1,1,0
0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,62.8,418.3,0,3,5,0.9515468607825297,0,0,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,1,19.45,232.1,0,1,1,0.9179355349021159,0,0,0
1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,1178.4,1,1,5,0.9357579607718575,0,1,0
1,0,0,1,53,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1052.35,1,2,1,1.0053498925244804,0,0,0
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1,2,7,1.0023759585763912,0,0,0
1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0,1,2,7,1.0033055203646266,0,1,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1,0,2,1,1.0536516701856966,0,0,0
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0,2,6,0.9698724760892666,1,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,18.75,53.15,0,0,1,1.4173333333333333,0,0,0
0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0,2,2,0.979251040221914,0,0,0
0,0,1,0,48,1,0,1,0,2,2,0,2,2,1,1,2,97.05,4692.95,0,2,6,1.0074167095998627,1,1,0
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0,2,1,0.9756309834638818,0,0,0
1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0,2,6,1.046788898907925,0,0,0
1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.8,635.9,0,2,1,0.8991798642533936,0,0,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,3,91.25,6589.6,0,2,9,1.0171097819795485,0,0,0
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1,0,4,0.9665012406947893,1,1,0
0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,2094.65,0,2,3,0.9186859937282079,1,0,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.1,1857.85,0,2,2,1.0280267817618414,0,0,0
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,1207.0,0,1,2,1.0028248587570623,1,1,0
0,0,0,0,32,1,2,1,2,0,2,2,2,2,1,1,0,109.55,3608.0,0,2,8,1.0292104062072114,0,0,0
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0,2,3,1.0312427342478494,1,1,0
0,0,0,0,31,1,2,1,2,0,2,0,0,0,0,1,1,84.75,2613.4,0,2,5,0.9947283280997241,1,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.85,81.0,1,0,2,0.8833151581243184,1,0,0
0,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4,5442.05,0,2,9,0.9841670283564814,0,0,0
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,1214.05,1,1,2,1.0144134358288768,1,1,0
1,0,0,1,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,7382.25,0,2,7,0.9744644059294851,1,0,0
0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,2080.1,0,2,5,1.010247693054881,1,0,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,58.85,1,0,1,0.9932489451476794,0,0,0
1,0,0,0,3,1,0,1,0,2,0,0,0,2,0,0,2,84.3,235.05,0,0,4,0.9294187425860025,1,1,0
0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,1156.35,0,1,5,1.0600935093509352,1,0,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,6441.85,0,2,9,0.9875291268089282,0,0,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,637.55,0,2,1,1.1155730533683288,0,0,0
1,0,1,1,18,1,0,1,0,0,0,2,0,2,0,1,2,85.6,1601.5,0,1,4,1.0393951194184838,0,1,0
0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,1265.65,0,2,3,0.9834110334110335,1,0,0
0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,1,2,5,0.9826351438802364,1,1,1
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,74.35,74.35,0,0,3,1.0,1,1,0
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,0,3,1,0.9222772277227723,1,0,0
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1275.6,0,2,2,0.9588814553108319,0,0,0
1,1,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,64.95,4546.0,0,2,7,0.9721153023693438,0,0,0
0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,973.25,1,3,6,0.9860688956433638,1,0,0
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,85.45,85.45,1,0,4,1.0,1,1,0
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,809.75,1,3,4,0.9908835046500245,1,1,0
1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,2435.15,1,2,4,1.0013158165258331,0,1,0
0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,1,2,4,0.9753909952606634,1,1,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,1,0,19.75,246.7,0,1,1,0.960856864654333,0,0,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,1,19.7,730.4,0,2,1,1.0593183466279912,0,0,0
1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,857.2,1,3,3,1.072170106316448,1,1,0
0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,365.55,1,3,3,0.9166248746238717,1,0,0
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1,1,4,1.0132368283776734,1,1,0
0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,5682.25,0,2,7,1.015748594513912,1,1,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,0,0,1,1.0,0,0,0
1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,0,2,1,1.0086593012839655,0,0,0
1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,0,2,6,1.007602881546027,0,0,0
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3810.55,0,2,6,1.0293636965301134,1,1,0
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,7932.5,0,2,8,1.0038597823335864,0,1,0
1,1,1,0,41,1,2,1,2,0,2,0,0,0,0,1,0,83.75,3273.55,1,2,5,0.9533454677830361,1,0,1
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,1,19.7,129.55,0,3,1,1.0960236886632828,0,0,0
0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,0,19.55,1007.9,0,2,1,0.9727356077787964,0,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,39.25,0,0,1,0.9788029925187032,0,0,0
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,29.7,1,0,2,1.0,1,0,0
1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,0,3,89.15,89.15,1,0,4,1.0,1,1,0
0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,103.3,2890.65,1,2,7,0.9993949661181026,0,1,1
1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,2,1,0.9631673455086934,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,45.15,0,0,2,1.0,1,0,0
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,171.0,0,3,2,1.1354581673306772,0,0,0
1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,110.55,7610.1,0,2,8,0.9976599217351976,0,0,0
0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,0,1,1,1.0240464344941957,0,0,0
0,0,0,0,11,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85,0,3,4,1.0287212787212787,0,0,0
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,824.75,1,3,3,1.005731357844034,1,1,0
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65,0,1,4,0.966901776384535,1,1,0
1,0,0,0,52,1,0,1,0,2,2,2,2,2,1,1,0,105.0,5426.85,1,2,7,0.9939285714285715,0,1,0
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,201.1,1,0,3,0.9714975845410627,1,0,0
1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,661.55,0,3,3,0.9722957084068194,1,0,0
0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,0,99.05,2952.85,1,2,6,1.027990043342791,1,1,1
1,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,3,19.7,117.8,0,0,1,1.4949238578680204,0,0,0
1,1,1,1,46,1,2,1,2,2,2,0,2,0,0,1,2,100.7,4541.2,1,2,7,0.9803549069556582,1,0,1
1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,964.9,0,1,5,0.9179033485540334,1,0,1
0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,59.8,3246.45,0,2,5,1.0053418803418803,1,0,0
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4,0,2,8,1.004602428515472,0,0,0
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,0,2,1,0.9987635116269794,0,0,0
1,0,0,0,49,1,2,1,0,2,0,0,2,2,0,0,2,98.7,4920.55,0,2,6,1.0174203419969812,1,1,0
1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0,1,6,1.0610119047619047,1,0,0
1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,7372.65,1,2,7,0.9903086718246292,1,1,0
1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,74.3,4018.35,0,2,3,0.948820570942835,1,1,0
0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35,0,2,6,1.006416996536368,1,0,0
1,0,0,0,29,1,0,1,0,2,0,2,2,0,0,0,3,89.65,2623.65,0,2,5,1.0091543742908244,0,1,0
0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35,1,2,5,1.0019494518600065,1,0,0
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,970.85,0,2,1,0.9636228287841192,0,0,0
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,0,1,5,0.9885492615442136,1,1,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,401.85,0,1,1,1.1106965174129353,0,0,0
0,0,0,0,70,0,1,0,2,0,2,2,2,2,2,1,0,58.35,4214.25,0,2,6,1.0317664340800587,0,0,0
0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,0,2,8,1.010811837316031,0,1,0
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8,0,0,3,1.0,1,0,0
0,0,0,1,16,1,2,1,0,0,0,2,0,0,1,1,1,79.5,1264.2,0,1,4,0.993867924528302,0,1,0
0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,601.55,0,2,1,0.9446451005025126,0,0,0
0,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.0,833.55,0,2,1,0.9923214285714285,0,0,0
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,1,0,4,1.0,1,0,0
1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,345.5,0,3,2,0.993958573072497,1,0,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1,0,3,1,0.9714285714285714,0,0,0
1,0,0,0,41,1,2,2,1,1,1,1,1,1,0,1,0,25.25,996.45,0,2,2,0.9625211301617967,0,0,0
1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,3342.45,0,2,5,1.0162511401641836,1,0,0
1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3566.7,0,2,6,1.006092916984006,0,0,0
1,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,20.35,178.7,0,3,1,1.0976658476658476,0,0,0
1,0,1,0,57,1,0,0,2,0,0,2,0,0,0,0,2,55.7,3171.6,0,2,4,0.9989605971841632,0,0,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0,2,1,1.0267336683417088,0,0,0
0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,90.6,1,0,5,1.0,1,1,1
1,0,0,0,37,0,1,0,2,2,0,2,0,0,2,1,3,40.55,1390.85,0,2,4,0.927017029359816,0,0,0
1,1,1,0,58,1,2,1,0,0,2,0,2,2,0,1,2,98.7,5812.6,1,2,6,1.0153722530831848,1,1,1
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,43.9,278.4,0,3,2,0.9059550927432475,1,0,0
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,3765.05,0,2,5,1.0139363908114079,1,0,1
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.55,90.55,1,0,4,1.0,1,1,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,461.3,0,2,1,0.9686089238845145,0,0,0
1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,0,0,7,0.983788791106994,0,1,0
0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.3,31.9,0,0,1,0.7857142857142857,0,0,0
1,0,1,1,25,1,0,2,1,1,1,1,1,1,0,1,3,19.15,477.6,0,2,1,0.9975979112271542,0,0,0
0,0,0,1,35,1,0,2,1,1,1,1,1,1,1,1,1,20.1,644.5,0,2,1,0.916133617626155,0,0,0
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6,0,0,5,1.1041837571780146,1,0,0
1,0,1,1,47,1,2,1,2,2,2,2,2,2,1,1,0,113.45,5317.8,0,2,9,0.9973087778850932,0,0,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,8126.65,0,2,9,1.002399102032761,0,0,0
0,0,0,0,66,1,2,1,2,2,2,2,0,2,0,1,0,103.1,6595.0,0,2,8,0.9691973077036123,0,0,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,227.45,0,1,1,0.9745072836332477,0,0,0
0,1,1,0,62,1,0,0,2,0,2,2,2,2,2,1,1,79.95,4819.75,0,2,7,0.9723314975085233,0,0,0
1,0,1,1,13,1,2,2,1,1,1,1,1,1,1,0,0,24.5,343.6,0,1,2,1.078806907378336,0,0,0
0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,0,2,7,1.0194533111927522,0,0,0
0,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,0,79.7,5743.3,0,2,8,1.0294497221724324,0,0,0
0,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.65,716.4,0,2,1,1.020367469021507,0,0,0
1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,1,5,1.0200512193702345,1,1,1
1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,2452.7,1,2,3,1.0126963810152976,1,0,0
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0,2,6,1.0407973356842002,0,0,0
0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4845.4,0,2,8,1.0060002076196408,0,0,0
0,0,0,0,22,0,1,0,0,2,0,0,2,2,0,1,2,50.35,1098.85,0,1,4,0.9920104721494989,1,0,0
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.9,3067.2,1,2,4,1.0035335689045934,1,1,0
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,0,2,1,0.993206715037701,0,0,0
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0,2,1,1.0102429988013513,0,0,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,47.95,0,0,3,1.0,1,0,0
0,0,0,0,16,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4,0,1,3,1.0674807197943446,1,0,0
0,0,1,1,64,1,2,1,2,2,2,2,2,2,1,0,2,113.35,7222.75,0,2,9,0.995637130569034,0,0,0
1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,0,2,6,0.9532794990112065,0,0,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05,0,0,1,0.894025974025974,0,0,0
1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,0,2,6,0.9884583540321246,1,1,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,1,2,20.05,299.3,0,1,1,1.0662629141432134,0,0,0
0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95,0,0,2,1.0914750957854407,1,0,0
0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,105.1,7234.8,0,2,8,0.9976419972696812,0,0,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.6,8337.45,0,2,9,0.9931210691823902,0,0,0
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75,0,2,6,0.9681581439393939,0,0,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,19.2,0,0,1,1.0,0,0,0
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,355.9,0,1,2,1.0122298065984072,0,0,1
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,0,2,1,0.9704584692115863,0,0,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0,3,1,0.9857881136950903,0,0,0
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1,2,7,1.0582618168882565,1,1,0
1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,1,2,49.8,1734.2,0,2,3,1.0242145050791402,1,0,0
1,0,1,0,32,1,2,0,2,0,0,2,2,0,1,1,1,72.8,2333.05,0,2,6,1.0014809409340661,0,0,0
1,0,1,1,17,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65,0,1,6,1.0047660855386933,1,0,0
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0,2,2,1.031162196679438,1,0,0
1,1,0,0,65,1,0,1,0,2,2,0,2,2,0,1,0,99.1,6496.15,0,2,6,1.00848404874641,1,1,1
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.05,8405.0,0,2,9,1.014655463808006,0,0,0
0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,5073.1,0,2,6,0.9765821261850908,1,1,0
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,4414.3,1,2,7,0.9966809663580944,1,1,1
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,0,2,9,0.9907313262573159,0,0,0
0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,1,2,7,0.9811670731611061,1,0,0
0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,847.3,1,3,7,1.0247943880019352,0,0,0
1,0,0,0,36,1,0,0,0,2,0,2,0,2,1,1,3,65.4,2498.4,1,2,5,1.0611620795107033,0,0,0
0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.35,8436.25,0,2,9,0.998467310514605,0,0,0
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,0,2,1,0.9911274911274911,0,0,0
1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0,2,7,1.0362003837390574,0,1,0
1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,289.1,1,0,5,1.0583928244554275,1,1,1
1,1,1,1,41,1,2,1,0,2,2,2,2,2,1,1,2,111.95,4534.9,1,2,8,0.9880064052985327,0,1,0
0,0,0,0,45,1,0,1,2,2,0,0,2,2,1,1,2,100.3,4483.95,0,2,6,0.9934529744101029,1,0,0
0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,3096.9,0,2,6,1.0276754604280738,1,1,0
0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65,0,2,7,0.9789281170483461,1,0,0
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,150.85,0,3,1,0.8850102669404516,1,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4,1,0,2,1.0,1,1,0
1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8,2309.55,0,2,8,1.0087133123689729,0,0,1
0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,710.05,0,1,3,0.9413363383269254,1,0,0
1,1,0,0,67,1,2,0,2,2,0,2,0,0,2,1,0,64.55,4250.1,0,2,6,0.9827161635663667,0,0,0
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,104.45,2184.85,0,1,7,0.9094636501758695,1,1,1
0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,1,2,7,1.026043426457774,1,0,0
0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,101.25,1457.25,1,1,6,0.9595061728395061,1,1,0
0,0,0,0,30,1,2,1,2,0,0,2,2,2,0,0,0,106.4,3211.9,0,2,7,1.006234335839599,0,0,0
1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,484.05,0,3,3,1.0735196274118428,1,0,0
1,0,0,1,33,0,1,0,2,0,0,2,0,0,1,0,1,34.05,1113.95,0,2,3,0.9913674186801942,0,0,0
1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2807.65,0,2,5,1.0125137488955804,1,0,1
1,1,0,0,39,1,2,1,0,0,0,0,2,2,0,1,0,95.65,3759.05,1,2,5,1.0076936480491105,1,1,1
1,0,1,0,14,1,2,1,0,0,0,0,2,0,0,1,2,86.1,1235.55,1,1,4,1.0250124440019912,1,1,0
0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,1,0,5,0.9967266775777412,1,1,0
1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,45.3,1,0,3,1.0,1,0,0
1,1,1,0,36,1,2,1,0,2,0,0,2,2,0,1,2,96.5,3436.1,1,2,6,0.9890903857225101,1,1,1
1,1,0,0,18,1,2,1,0,0,2,2,2,0,0,0,0,93.9,1743.9,0,1,6,1.0317713880014199,0,1,1
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,5835.5,0,2,8,0.9964142405873816,0,0,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,422.5,0,1,1,0.9798237476808904,0,0,0
1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,84.45,6033.1,0,2,8,0.9922209065193079,0,0,0
1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,3043.6,0,2,5,0.996301024583456,0,0,0
1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,1237.85,1,1,6,0.9716248037676608,1,1,1
0,0,0,1,10,1,2,0,2,0,2,2,0,2,1,0,1,73.55,693.3,0,3,7,0.9426240652617267,0,0,0
0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,0,1,3,0.9956721108763975,1,1,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0,2,2,1.0014214046822743,0,0,0
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45,0,2,7,0.982176757746288,0,0,0
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,49.85,0,0,3,1.0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75,54.75,1,0,3,1.0,1,0,0
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.5,49.5,0,0,3,1.0,1,0,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0,2,7,1.0267385199867856,1,1,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,19.85,0,0,1,1.0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,56.25,1,0,3,1.0,1,0,0
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45,0,2,4,1.0110295977738426,1,0,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,1337.5,0,2,1,0.961987988635955,0,0,0
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,4036.85,1,2,7,0.9657535885167464,1,1,0
1,0,0,1,27,1,0,0,2,2,0,0,0,0,1,0,3,56.2,1567.55,0,2,4,1.0330499538684592,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,45.05,1,0,2,1.0,1,0,0
1,0,0,0,72,1,2,0,2,2,2,2,0,0,2,0,0,69.65,4908.25,0,2,7,0.9787528914413336,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,55.55,0,0,3,1.0,1,0,0
